cnt	max(occid)	catalogNumber
3	32297170	10BBCHY-0558
3	32297171	10BBCHY-0559
3	32324564	10BBCHY-0560
3	32325546	10BBCHY-0569
3	32285642	10BBCHY-0574
3	32285644	10BBCHY-0576
3	32285645	10BBCHY-0578
3	32285646	10BBCHY-0579
3	32285647	10BBCHY-0581
3	32285648	10BBCHY-0582
3	32285649	10BBCHY-0583
3	32323155	10BBCHY-0585
3	32370923	10BBCHY-0590
3	32297451	10BBCHY-0594
3	32297452	10BBCHY-0595
3	32297453	10BBCHY-0596
3	32371891	10BBCHY-0600
3	32322320	10BBCHY-0604
3	32551870	10BBCHY-0605
3	32326658	10BBCHY-0608
3	32326659	10BBCHY-0609
3	32322220	10BBCHY-0612
3	32322221	10BBCHY-0614
3	32326663	10BBCHY-0615
3	32326664	10BBCHY-0616
3	32322222	10BBCHY-0619
3	32323160	10BBCHY-0620
3	32326667	10BBCHY-0622
3	32326668	10BBCHY-0623
3	32323161	10BBCHY-0625
3	32325547	10BBCHY-0628
3	32322008	10BBCHY-0632
3	32326677	10BBCHY-0636
3	32285652	10BBCHY-0637
3	32326678	10BBCHY-0638
3	32326679	10BBCHY-0639
3	32370924	10BBCHY-0640
3	32297463	10BBCHY-0641
3	32371021	10BBCHY-0642
3	32371069	10BBCHY-0643
3	32326680	10BBCHY-0644
3	32326681	10BBCHY-0646
3	32297219	10BBCHY-0648
3	32325840	10BBCHY-0652
3	32326687	10BBCHY-0656
3	32326689	10BBCHY-0659
3	32297758	10BBCHY-0667
3	32371892	10BBCHY-0671
3	32326700	10BBCHY-0688
3	32326701	10BBCHY-0689
3	32283849	10BBCHY-0697
3	32309092	10BBCHY-0705
3	32352747	10BBCHY-0730
3	32352748	10BBCHY-0731
3	32352749	10BBCHY-0732
3	32326714	10BBCHY-0800
3	32321442	10BBCHY-0801
3	32285657	10BBCHY-0802
3	32298149	10BBCHY-0803
3	32324065	10BBCHY-0809
3	32326717	10BBCHY-0812
3	32297563	10BBCHY-0822
3	32285663	10BBCHY-0834
3	32285034	10BBCHY-0851
3	32325841	10BBCHY-0865
3	32326724	10BBCHY-0867
3	32323926	10BBCHY-0870
3	32321925	10BBCHY-0872
3	32323927	10BBCHY-0873
3	32326732	10BBCHY-0878
3	32326734	10BBCHY-0880
3	32285668	10BBCHY-0882
3	32285669	10BBCHY-0883
3	32322607	10BBCHY-0885
3	32326737	10BBCHY-0886
3	32322608	10BBCHY-0887
3	32322609	10BBCHY-0888
3	32324345	10BBCHY-0890
3	32325830	10BBCHY-0891
3	32324098	10BBCHY-0907
3	32285671	10BBCHY-0913
3	32326745	10BBCHY-0914
3	32371708	10BBCHY-0915
3	32325437	10BBCHY-0916
3	32297660	10BBCHY-0918
3	32326750	10BBCHY-0923
3	32326751	10BBCHY-0924
3	32326754	10BBCHY-0928
3	32347049	10BBCHY-0931
3	32297172	10BBCHY-0932
3	32297173	10BBCHY-0933
3	32297174	10BBCHY-0934
3	32296955	10BBCHY-0935
3	32296956	10BBCHY-0937
3	32296957	10BBCHY-0938
3	32371213	10BBCHY-0939
3	32326758	10BBCHY-0942
3	32325861	10BBCHY-0947
3	32325390	10BBCHY-0951
3	32371137	10BBCHY-0953
3	32324112	10BBCHY-0954
3	32326768	10BBCHY-0958
3	32321670	10BBCHY-0963
3	32326775	10BBCHY-0969
3	32321665	10BBCHY-0974
3	32323575	10BBCHY-0976
3	32371893	10BBCHY-0989
3	32326788	10BBCHY-0995
3	32326791	10BBCHY-1003
3	32326794	10BBCHY-1006
3	32326795	10BBCHY-1007
3	32326797	10BBCHY-1009
3	32321926	10BBCHY-1010
3	32326798	10BBCHY-1011
3	32297010	10BBCHY-1014
3	32297564	10BBCHY-1015
3	32297565	10BBCHY-1016
3	32297566	10BBCHY-1017
3	32297567	10BBCHY-1018
3	32285675	10BBCHY-1036
3	32285676	10BBCHY-1037
3	32285677	10BBCHY-1038
3	32285678	10BBCHY-1040
3	32326810	10BBCHY-1042
3	32326814	10BBCHY-1052
3	32326815	10BBCHY-1053
3	32284794	10BBCHY-1065
3	32285679	10BBCHY-1072
3	32285680	10BBCHY-1074
3	32349690	10BBCHY-1077
3	32285681	10BBCHY-1087
3	32285683	10BBCHY-1101
3	32316106	10BBCHY-1116
3	32316107	10BBCHY-1117
3	32309103	10BBCHY-1156
3	32309104	10BBCHY-1157
3	32349691	10BBCHY-1162
3	32309105	10BBCHY-1168
3	32372835	10BBCHY-1171
3	32309106	10BBCHY-1172
3	32326823	10BBCHY-1218
3	32305897	10BBCHY-1235
3	32326831	10BBCHY-1254
3	32324473	10BBCHY-1255
3	32326832	10BBCHY-1256
3	32326834	10BBCHY-1258
3	32285685	10BBCHY-1259
3	32326836	10BBCHY-1264
3	32326837	10BBCHY-1265
3	32326838	10BBCHY-1266
3	32504213	10BBCHY-1267
3	32326839	10BBCHY-1268
3	32326841	10BBCHY-1274
3	32326842	10BBCHY-1275
3	32324066	10BBCHY-1277
3	32326847	10BBCHY-1283
3	32551912	10BBCHY-1284
3	32283741	10BBCHY-1304
3	32285688	10BBCHY-1308
3	32285689	10BBCHY-1311
3	32326848	10BBCHY-1312
3	32321206	10BBCHY-1314
3	32373943	10BBCHY-1315
3	32297661	10BBCHY-1317
3	32326849	10BBCHY-1318
3	32326850	10BBCHY-1319
3	32326851	10BBCHY-1320
3	32323715	10BBCHY-1322
3	32323716	10BBCHY-1323
3	32322974	10BBCHY-1324
3	32326855	10BBCHY-1327
3	32297763	10BBCHY-1334
3	32321461	10BBCHY-1337
3	32326859	10BBCHY-1339
3	32324346	10BBCHY-1361
3	32321624	10BBCHY-1370
3	32285691	10BBCHY-1376
3	32321518	10BBCHY-1377
3	32326879	10BBCHY-1378
3	32326880	10BBCHY-1379
3	32373944	10BBCHY-1381
3	32297220	10BBCHY-1382
3	32297175	10BBCHY-1383
3	32297249	10BBCHY-1384
3	32297662	10BBCHY-1385
3	32297515	10BBCHY-1386
3	32297516	10BBCHY-1387
3	32321034	10BBCHY-1389
3	32324628	10BBCHY-1390
3	32326882	10BBCHY-1391
3	32297973	10BBCHY-1392
3	32325461	10BBCHY-1395
3	32325862	10BBCHY-1397
3	32326887	10BBCHY-1399
3	32285692	10BBCHY-1405
3	32371403	10BBCHY-1408
3	32285695	10BBCHY-1418
3	32285696	10BBCHY-1419
3	32371404	10BBCHY-1421
3	32326893	10BBCHY-1422
3	32321011	10BBCHY-1423
3	32326894	10BBCHY-1425
3	32284672	10BBCHY-1426
3	32324165	10BBCHY-1431
3	32326897	10BBCHY-1432
3	32285697	10BBCHY-1433
3	32283856	10BBCHY-1436
3	32285701	10BBCHY-1455
3	32285452	10BBCHY-1459
3	32551930	10BBCHY-1520
3	32551931	10BBCHY-1521
3	32551934	10BBCHY-1525
3	32551935	10BBCHY-1527
3	32297765	10BBCHY-1543
3	32326904	10BBCHY-1548
3	32297454	10BBCHY-1557
3	32326912	10BBCHY-1559
3	32297432	10BBCHY-1560
3	32326918	10BBCHY-1566
3	32326932	10BBCHY-1595
3	32297011	10BBCHY-1612
3	32285709	10BBCHY-1632
3	32285711	10BBCHY-1643
3	32285712	10BBCHY-1673
3	32326943	10BBCHY-1680
3	32326945	10BBCHY-1682
3	32326946	10BBCHY-1684
3	32283857	10BBCHY-1689
3	32283858	10BBCHY-1690
3	32283859	10BBCHY-1708
3	32326951	10BBCHY-1719
3	32297466	10BBCHY-1722
3	32326956	10BBCHY-1727
3	32321666	10BBCHY-1737
3	32321667	10BBCHY-1738
3	32326964	10BBCHY-1739
3	32551944	10BBCHY-1742
3	32325277	10BBCHY-1744
3	32371895	10BBCHY-1745
3	32316108	10BBCHY-1746
3	32316109	10BBCHY-1747
3	32311375	10BBCHY-1748
3	32316110	10BBCHY-1749
3	32316111	10BBCHY-1750
3	32371016	10BBCHY-1751
3	32285722	10BBCHY-1753
3	32321340	10BBCHY-1755
3	32326969	10BBCHY-1757
3	32325290	10BBCHY-1760
3	32326972	10BBCHY-1761
3	32325548	10BBCHY-1762
3	32326974	10BBCHY-1769
3	32297287	10BBCHY-1772
3	32281963	10BBCHY-1774
3	32281964	10BBCHY-1775
3	32324565	10BBCHY-1778
3	32326980	10BBCHY-1780
3	32326981	10BBCHY-1781
3	32325162	10BBCHY-1785
3	32323163	10BBCHY-1788
3	32371542	10BBCHY-1789
3	32371897	10BBCHY-1790
3	32371898	10BBCHY-1791
3	32322892	10BBCHY-1792
3	32320861	10BBCHY-1795
3	32326988	10BBCHY-1797
3	32326991	10BBCHY-1800
3	32326996	10BBCHY-1805
3	32326999	10BBCHY-1808
3	32327000	10BBCHY-1809
3	32281952	10BBCHY-1812
3	32281966	10BBCHY-1813
3	32327001	10BBCHY-1826
3	32369216	10BBCHY-1835
3	32325670	10BBCHY-1839
3	32309114	10BBCHY-1846
3	32285723	10BBCHY-1850
3	32283860	10BBCHY-1866
3	32283861	10BBCHY-1869
3	32372534	10BBCHY-1870
3	32327008	10BBCHY-1887
3	32327009	10BBCHY-1888
3	32327010	10BBCHY-1889
3	32309115	10BBCHY-1891
3	32327018	10BBCHY-1911
3	32327020	10BBCHY-1913
3	32327022	10BBCHY-1915
3	32327023	10BBCHY-1916
3	32297433	10BBCHY-1937
3	32321878	10BBCHY-1970
3	32327052	10BBCHY-1974
3	32327054	10BBCHY-1976
3	32327055	10BBCHY-1977
3	32297768	10BBCHY-1982
3	32297769	10BBCHY-1983
3	32297331	10BBCHY-1995
3	32297325	10BBCHY-1998
3	32297770	10BBCHY-2001
3	32321869	10BBCHY-2011
3	32284795	10BBCHY-2023
3	32309116	10BBCHY-2058
3	32309117	10BBCHY-2080
3	32285737	10BBCHY-2081
3	32285047	10BBCHY-2090
3	32285048	10BBCHY-2091
3	32285739	10BBCHY-2095
3	32327078	10BBCHY-2104
3	32285740	10BBCHY-2106
3	32285741	10BBCHY-2113
3	32327081	10BBCHY-2115
3	32285742	10BBCHY-2124
3	32551978	10BBCHY-2139
3	32297012	10BBCHY-2148
3	32285747	10BBCHY-2149
3	32327097	10BBCHY-2163
3	32327098	10BBCHY-2164
3	32327099	10BBCHY-2165
3	32327100	10BBCHY-2167
3	32327103	10BBCHY-2178
3	32327109	10BBCHY-2187
3	32285748	10BBCHY-2189
3	32327111	10BBCHY-2192
3	32308986	10BBCHY-2197
3	32349698	10BBCHY-2201
3	32349699	10BBCHY-2202
3	32349700	10BBCHY-2203
3	32349701	10BBCHY-2213
3	32327115	10BBCHY-2225
3	32369276	10BBCHY-2229
3	32369277	10BBCHY-2230
3	32327118	10BBCHY-2253
3	32327119	10BBCHY-2268
3	32327120	10BBCHY-2270
3	32327122	10BBCHY-2277
3	32283951	10BBCHY-2280
3	32283952	10BBCHY-2281
3	32349703	10BBCHY-2282
3	32349704	10BBCHY-2302
3	32278655	10BBCHY-2305
3	32296920	10BBCHY-2316
3	32308900	10BBCHY-2320
3	32321443	10BBCHY-2323
3	32285762	10BBCHY-2324
3	32283863	10BBCHY-2332
3	32283864	10BBCHY-2333
3	32349705	10BBCHY-2336
3	32349706	10BBCHY-2337
3	32285764	10BBCHY-2342
3	32327128	10BBCHY-2343
3	32327129	10BBCHY-2344
3	32327130	10BBCHY-2345
3	32327131	10BBCHY-2347
3	32321444	10BBCHY-2358
3	32298151	10BBCHY-2361
3	32285765	10BBCHY-2368
3	32352598	10BBCHY-2377
3	32352599	10BBCHY-2379
3	32349710	10BBCHY-2380
3	32373947	10BBCHY-2387
3	32373948	10BBCHY-2388
3	32281922	10BBCHY-2389
3	32370830	10BBCHY-2395
3	32371901	10BBCHY-2397
3	32297544	10BBCHY-2403
3	32370925	10BBCHY-2405
3	32327142	10BBCHY-2409
3	32327144	10BBCHY-2411
3	32327145	10BBCHY-2412
3	32324629	10BBCHY-2413
3	32327147	10BBCHY-2415
3	32327150	10BBCHY-2420
3	32285768	10BBCHY-2423
3	32297667	10BBCHY-2431
3	32297469	10BBCHY-2432
3	32297470	10BBCHY-2433
3	32297183	10BBCHY-2434
3	32327157	10BBCHY-2439
3	32324715	10BBCHY-2442
3	32285769	10BBCHY-2451
3	32325291	10BBCHY-2452
3	32312031	10BBCHY-2453
3	32312032	10BBCHY-2455
3	32327162	10BBCHY-2456
3	32327163	10BBCHY-2457
3	32371214	10BBCHY-2460
3	32285156	10BBCHY-2461
3	32492289	10BBCHY-2462
3	32327167	10BBCHY-2466
3	32297184	10BBCHY-2473
3	32297222	10BBCHY-2474
3	32297368	10BBCHY-2476
3	32297380	10BBCHY-2477
3	32327173	10BBCHY-2478
3	32349711	10BBCHY-2491
3	32285770	10BBCHY-2503
3	32285771	10BBCHY-2504
3	32369282	10BBCHY-2506
3	32313306	10BBCHY-2522
3	32284674	10BBCHY-2524
3	32285157	10BBCHY-2525
3	32321870	10BBCHY-2552
3	32327178	10BBCHY-2567
3	32297223	10BBCHY-2576
3	32297975	10BBCHY-2578
3	32285772	10BBCHY-2580
3	32327189	10BBCHY-2591
3	32321344	10BBCHY-2594
3	32321345	10BBCHY-2595
3	32552002	10BBCHY-2596
3	32327192	10BBCHY-2598
3	32327194	10BBCHY-2600
3	32327196	10BBCHY-2602
3	32327201	10BBCHY-2607
3	32327202	10BBCHY-2608
3	32322869	10BBCHY-2610
3	32327204	10BBCHY-2611
3	32283186	10BBCHY-2640
3	32321240	10BBCHY-2641
3	32321241	10BBCHY-2642
3	32297212	10BBCHY-2643
3	32347034	10BBCHY-2644
3	32297002	10BBCHY-2646
3	32297347	10BBCHY-2647
3	32327217	10BBCHY-2648
3	32327218	10BBCHY-2649
3	32327219	10BBCHY-2650
3	32327221	10BBCHY-2652
3	32325126	10BBCHY-2653
3	32327222	10BBCHY-2654
3	32313867	10BBCHY-2662
3	32371903	10BBCHY-2663
3	32321287	10BBCHY-2666
3	32323165	10BBCHY-2667
3	32371904	10BBCHY-2668
3	32371905	10BBCHY-2669
3	32327227	10BBCHY-2687
3	32327228	10BBCHY-2688
3	32327229	10BBCHY-2690
3	32327230	10BBCHY-2691
3	32327231	10BBCHY-2692
3	32285775	10BBCHY-2695
3	32285776	10BBCHY-2696
3	32285777	10BBCHY-2697
3	32285778	10BBCHY-2719
3	32321871	10BBCHY-2745
3	32352321	10BBCHY-2751
3	32306956	10BBCHY-2752
3	32298608	10BBCHY-2759
3	32298609	10BBCHY-2762
3	32327234	10BBCHY-2765
3	32327235	10BBCHY-2766
3	32327236	10BBCHY-2767
3	32324097	10BBCHY-2768
3	32327237	10BBCHY-2769
3	32327238	10BBCHY-2770
3	32327239	10BBCHY-2771
3	32323384	10BBCHY-2772
3	32371906	10BBCHY-2773
3	32371907	10BBCHY-2774
3	32327240	10BBCHY-2775
3	32327241	10BBCHY-2776
3	32371908	10BBCHY-2777
3	32327242	10BBCHY-2778
3	32327243	10BBCHY-2779
3	32327244	10BBCHY-2780
3	32327245	10BBCHY-2781
3	32327246	10BBCHY-2782
3	32327247	10BBCHY-2783
3	32297569	10BBCHY-2784
3	32327248	10BBCHY-2785
3	32327249	10BBCHY-2786
3	32327250	10BBCHY-2787
3	32327251	10BBCHY-2788
3	32297774	10BBCHY-2790
3	32327252	10BBCHY-2791
3	32327253	10BBCHY-2792
3	32327254	10BBCHY-2793
3	32327255	10BBCHY-2794
3	32327256	10BBCHY-2795
3	32327259	10BBCHY-2799
3	32327263	10BBCHY-2807
3	32297775	10BBCHY-2817
3	32327269	10BBCHY-2824
3	32327270	10BBCHY-2825
3	32327271	10BBCHY-2826
3	32327275	10BBCHY-2832
3	32327277	10BBCHY-2835
3	32327278	10BBCHY-2838
3	32297434	10BBCHY-2847
3	32327288	10BBCHY-2851
3	32298611	10BBCHY-2860
3	32306957	10BBCHY-2863
3	32285158	10BBCHY-2864
3	32327293	10BBCHY-2865
3	32327294	10BBCHY-2866
3	32327295	10BBCHY-2868
3	32368981	10BBCHY-2872
3	32327296	10BBCHY-2873
3	32285780	10BBCHY-2874
3	32285781	10BBCHY-2875
3	32327297	10BBCHY-2876
3	32327298	10BBCHY-2877
3	32368982	10BBCHY-2878
3	32327299	10BBCHY-2880
3	32285782	10BBCHY-2881
3	32327300	10BBCHY-2882
3	32327301	10BBCHY-2883
3	32309134	10BBCHY-2886
4	32285433	10BBCHY-2887
3	32327302	10BBCHY-2888
3	32285783	10BBCHY-2889
3	32509711	10BBCHY-2890
3	32309135	10BBCHY-2891
3	32352876	10BBCHY-2894
3	32352877	10BBCHY-2895
3	32352878	10BBCHY-2897
3	32552020	10BBCHY-2898
3	32352879	10BBCHY-2899
3	32352880	10BBCHY-2900
3	32352881	10BBCHY-2901
3	32347239	10BBCHY-2902
3	32352882	10BBCHY-2903
3	32285784	10BBCHY-2904
3	32285785	10BBCHY-2905
3	32285786	10BBCHY-2906
3	32285787	10BBCHY-2907
3	32285788	10BBCHY-2908
3	32298612	10BBCHY-2911
3	32352883	10BBCHY-2912
3	32352884	10BBCHY-2913
3	32306958	10BBCHY-2915
3	32352885	10BBCHY-2916
3	32349714	10BBCHY-2917
3	32372836	10BBCHY-2920
3	32352886	10BBCHY-2922
3	32352887	10BBCHY-2925
3	32284194	10BBCHY-2926
3	32469130	10BBCHY-2928
3	32469132	10BBCHY-2930
3	32283865	10BBCHY-2946
3	32321684	10BBCHY-2949
3	32352890	10BBCHY-2962
3	32352891	10BBCHY-2963
3	32309137	10BBCHY-2981
3	32372537	10BBCHY-2995
3	32327312	10BBCHY-3004
3	32284195	10BBCHY-3023
3	32352893	10BBCHY-3032
3	32327313	10BBCHY-3050
3	32327316	10BBCHY-3054
3	32327318	10BBCHY-3056
3	32327319	10BBCHY-3057
3	32285795	10BBCHY-3058
3	32327321	10BBCHY-3062
3	32327322	10BBCHY-3063
3	32297473	10BBCHY-3066
3	32370926	10BBCHY-3067
3	32327326	10BBCHY-3069
3	32321927	10BBCHY-3070
3	32327327	10BBCHY-3072
3	32322976	10BBCHY-3074
3	32316114	10BBCHY-3078
3	32370598	10BBCHY-3079
3	32370599	10BBCHY-3080
3	32321668	10BBCHY-3085
3	32323166	10BBCHY-3086
3	32323571	10BBCHY-3088
3	32327337	10BBCHY-3090
3	32371071	10BBCHY-3091
3	32325550	10BBCHY-3092
3	32323167	10BBCHY-3093
3	32327338	10BBCHY-3096
3	32321462	10BBCHY-3099
3	32321730	10BBCHY-3108
3	32327346	10BBCHY-3109
3	32321035	10BBCHY-3123
3	32347035	10BBCHY-3124
3	32284158	10BBCHY-3125
3	32327354	10BBCHY-3131
3	32282926	10BBCHY-3171
3	32283005	10BBCHY-3172
3	32282928	10BBCHY-3174
3	32282829	10BBCHY-3175
3	32282929	10BBCHY-3176
3	32282899	10BBCHY-3177
3	32282900	10BBCHY-3179
3	32282901	10BBCHY-3180
3	32282902	10BBCHY-3181
3	32282990	10BBCHY-3183
3	32282903	10BBCHY-3184
3	32283068	10BBCHY-3187
3	32283069	10BBCHY-3188
3	32282930	10BBCHY-3189
3	32283070	10BBCHY-3190
3	32282873	10BBCHY-3191
3	32282874	10BBCHY-3192
3	32282778	10BBCHY-3193
3	32282876	10BBCHY-3196
3	32282764	10BBCHY-3197
3	32282685	10BBCHY-3198
3	32282765	10BBCHY-3199
3	32282931	10BBCHY-3200
3	32282953	10BBCHY-3201
3	32282705	10BBCHY-3204
3	32282706	10BBCHY-3205
3	32282686	10BBCHY-3206
3	32282947	10BBCHY-3207
3	32283006	10BBCHY-3208
3	32283047	10BBCHY-3210
3	32283048	10BBCHY-3211
3	32283007	10BBCHY-3212
3	32283034	10BBCHY-3213
3	32283035	10BBCHY-3215
3	32282795	10BBCHY-3216
3	32283009	10BBCHY-3217
3	32283036	10BBCHY-3218
3	32282796	10BBCHY-3219
3	32282779	10BBCHY-3220
3	32282707	10BBCHY-3221
3	32282708	10BBCHY-3222
3	32282932	10BBCHY-3223
3	32283049	10BBCHY-3224
3	32283071	10BBCHY-3225
3	32282797	10BBCHY-3226
3	32282798	10BBCHY-3227
3	32282799	10BBCHY-3228
3	32347109	10BBCHY-3230
3	32347110	10BBCHY-3232
3	32283072	10BBCHY-3233
3	32282968	10BBCHY-3234
3	32282969	10BBCHY-3235
3	32282709	10BBCHY-3236
3	32282933	10BBCHY-3237
3	32282710	10BBCHY-3238
3	32347111	10BBCHY-3239
3	32282948	10BBCHY-3240
3	32347154	10BBCHY-3241
3	32347155	10BBCHY-3242
3	32347108	10BBCHY-3243
3	32347156	10BBCHY-3244
3	32347089	10BBCHY-3246
3	32347066	10BBCHY-3247
3	32347067	10BBCHY-3248
3	32347142	10BBCHY-3250
3	32282669	10BBCHY-3251
3	32347112	10BBCHY-3253
3	32347157	10BBCHY-3254
3	32347158	10BBCHY-3255
3	32347090	10BBCHY-3256
3	32347182	10BBCHY-3257
3	32347068	10BBCHY-3258
3	32347069	10BBCHY-3259
3	32347070	10BBCHY-3260
3	32347143	10BBCHY-3261
3	32347144	10BBCHY-3262
3	32282670	10BBCHY-3263
3	32347191	10BBCHY-3264
3	32347148	10BBCHY-3266
3	32281938	10BBCHY-3268
3	32282636	10BBCHY-3274
3	32281926	10BBCHY-3275
3	32282637	10BBCHY-3277
3	32281909	10BBCHY-3279
3	32281948	10BBCHY-3281
3	32281906	10BBCHY-3283
3	32320984	10BBCHY-3284
3	32321060	10BBCHY-3286
3	32320985	10BBCHY-3288
3	32320986	10BBCHY-3290
3	32347159	10BBCHY-3291
3	32347160	10BBCHY-3292
3	32347061	10BBCHY-3293
3	32321292	10BBCHY-3294
3	32347059	10BBCHY-3295
3	32281910	10BBCHY-3296
3	32347036	10BBCHY-3297
3	32321076	10BBCHY-3300
3	32321051	10BBCHY-3301
3	32297186	10BBCHY-3303
3	32281941	10BBCHY-3304
3	32368821	10BBCHY-3305
3	32368822	10BBCHY-3306
3	32323741	10BBCHY-3308
3	32347187	10BBCHY-3313
3	32347050	10BBCHY-3314
3	32347209	10BBCHY-3315
3	32347184	10BBCHY-3316
3	32347210	10BBCHY-3317
3	32347189	10BBCHY-3318
3	32347205	10BBCHY-3319
3	32296943	10BBCHY-3320
3	32296935	10BBCHY-3321
3	32297003	10BBCHY-3322
3	32320957	10BBCHY-3325
3	32283195	10BBCHY-3326
3	32347037	10BBCHY-3327
3	32321200	10BBCHY-3328
3	32321036	10BBCHY-3330
3	32297153	10BBCHY-3331
3	32320944	10BBCHY-3333
3	32347041	10BBCHY-3334
3	32321293	10BBCHY-3336
3	32347042	10BBCHY-3337
3	32297154	10BBCHY-3341
3	32297155	10BBCHY-3342
3	32297270	10BBCHY-3343
3	32281965	10BBCHY-3345
3	32297211	10BBCHY-3346
3	32370490	10BBCHY-3349
3	32283241	10BBCHY-3353
3	32283215	10BBCHY-3354
3	32283224	10BBCHY-3355
3	32283242	10BBCHY-3356
3	32283216	10BBCHY-3357
3	32347024	10BBCHY-3358
3	32347022	10BBCHY-3359
3	32347021	10BBCHY-3360
3	32347023	10BBCHY-3361
3	32373654	10BBCHY-3365
3	32373655	10BBCHY-3366
3	32373656	10BBCHY-3367
3	32374082	10BBCHY-3368
3	32373657	10BBCHY-3369
3	32373658	10BBCHY-3370
3	32374083	10BBCHY-3371
3	32373659	10BBCHY-3372
3	32374084	10BBCHY-3373
3	32373494	10BBCHY-3375
3	32373495	10BBCHY-3376
3	32374085	10BBCHY-3377
3	32374086	10BBCHY-3378
3	32374087	10BBCHY-3379
3	32374088	10BBCHY-3380
3	32373812	10BBCHY-3381
3	32373524	10BBCHY-3382
3	32373992	10BBCHY-3383
3	32373511	10BBCHY-3384
3	32373525	10BBCHY-3385
3	32373962	10BBCHY-3386
3	32373526	10BBCHY-3387
3	32373512	10BBCHY-3388
3	32373813	10BBCHY-3389
3	32373814	10BBCHY-3390
3	32373815	10BBCHY-3391
3	32373963	10BBCHY-3392
3	32373513	10BBCHY-3393
3	32373527	10BBCHY-3394
3	32373528	10BBCHY-3395
3	32373529	10BBCHY-3396
3	32373993	10BBCHY-3397
3	32373530	10BBCHY-3398
3	32373531	10BBCHY-3399
3	32374061	10BBCHY-3400
3	32374052	10BBCHY-3401
3	32373905	10BBCHY-3404
3	32373906	10BBCHY-3405
3	32373430	10BBCHY-3406
3	32373444	10BBCHY-3408
3	32373445	10BBCHY-3409
3	32373904	10BBCHY-3410
3	32373446	10BBCHY-3411
3	32373913	10BBCHY-3412
3	32373891	10BBCHY-3413
3	32373907	10BBCHY-3414
3	32373486	10BBCHY-3415
3	32373892	10BBCHY-3416
3	32373893	10BBCHY-3417
3	32373894	10BBCHY-3418
3	32373895	10BBCHY-3419
3	32297392	10BBCHY-3420
3	32297369	10BBCHY-3421
3	32297408	10BBCHY-3422
3	32373903	10BBCHY-3423
3	32373447	10BBCHY-3426
3	32373489	10BBCHY-3427
3	32373431	10BBCHY-3428
3	32373949	10BBCHY-3429
3	32373950	10BBCHY-3430
3	32297404	10BBCHY-3432
3	32297381	10BBCHY-3433
3	32297332	10BBCHY-3434
3	32297289	10BBCHY-3438
3	32297290	10BBCHY-3439
3	32297291	10BBCHY-3440
3	32297422	10BBCHY-3441
3	32297348	10BBCHY-3442
3	32323717	10BBCHY-3445
3	32325391	10BBCHY-3449
3	32323742	10BBCHY-3450
3	32321625	10BBCHY-3455
3	32321626	10BBCHY-3456
3	32322039	10BBCHY-3461
3	32323271	10BBCHY-3464
3	32327376	10BBCHY-3466
3	32324252	10BBCHY-3473
3	32324557	10BBCHY-3477
3	32324203	10BBCHY-3484
3	32327388	10BBCHY-3485
3	32324204	10BBCHY-3486
3	32324274	10BBCHY-3490
3	32327389	10BBCHY-3491
3	32324205	10BBCHY-3492
3	32327392	10BBCHY-3495
3	32327393	10BBCHY-3496
3	32327394	10BBCHY-3498
3	32327395	10BBCHY-3499
3	32297393	10BBCHY-3502
3	32327396	10BBCHY-3503
3	32297394	10BBCHY-3504
3	32297273	10BBCHY-3506
3	32297292	10BBCHY-3507
3	32371911	10BBCHY-3508
3	32347038	10BBCHY-3525
3	32368777	10BBCHY-3526
3	32297187	10BBCHY-3530
3	32297474	10BBCHY-3531
3	32323732	10BBCHY-3542
3	32327402	10BBCHY-3543
3	32327405	10BBCHY-3548
3	32325465	10BBCHY-3554
3	32324547	10BBCHY-3560
3	32324548	10BBCHY-3561
3	32324550	10BBCHY-3564
3	32324551	10BBCHY-3566
3	32323733	10BBCHY-3567
3	32327418	10BBCHY-3569
3	32327421	10BBCHY-3572
3	32327425	10BBCHY-3576
3	32327426	10BBCHY-3577
3	32321681	10BBCHY-3578
3	32327427	10BBCHY-3579
3	32327432	10BBCHY-3585
3	32327433	10BBCHY-3586
3	32325493	10BBCHY-3587
3	32327437	10BBCHY-3592
3	32327440	10BBCHY-3595
3	32327446	10BBCHY-3602
3	32322243	10BBCHY-3603
3	32327447	10BBCHY-3604
3	32327450	10BBCHY-3607
3	32322078	10BBCHY-3608
3	32323718	10BBCHY-3610
3	32311814	10BBCHY-3612
3	32327452	10BBCHY-3613
3	32323744	10BBCHY-3615
3	32322337	10BBCHY-3619
3	32327460	10BBCHY-3623
3	32323814	10BBCHY-3627
3	32327466	10BBCHY-3630
3	32327467	10BBCHY-3631
3	32327469	10BBCHY-3633
3	32325265	10BBCHY-3634
3	32323745	10BBCHY-3637
3	32327471	10BBCHY-3638
3	32327472	10BBCHY-3639
3	32323928	10BBCHY-3642
3	32327479	10BBCHY-3648
3	32322338	10BBCHY-3656
3	32325805	10BBCHY-3658
3	32327488	10BBCHY-3661
3	32327490	10BBCHY-3664
3	32327493	10BBCHY-3668
3	32325711	10BBCHY-3670
3	32325712	10BBCHY-3671
3	32325713	10BBCHY-3672
3	32322977	10BBCHY-3674
3	32327496	10BBCHY-3676
3	32327500	10BBCHY-3680
3	32325293	10BBCHY-3682
3	32327502	10BBCHY-3683
3	32327506	10BBCHY-3688
3	32327507	10BBCHY-3689
3	32327508	10BBCHY-3690
