cnt	max(occid)	catalogNumber
3	32369805	BIOUG07344-H08
3	32290608	BIOUG07344-H09
3	32290609	BIOUG07344-H10
3	32322504	BIOUG07344-H11
3	32455732	BIOUG07376-A07
3	32455733	BIOUG07380-A05
3	32459660	BIOUG07381-G08
3	32459661	BIOUG07381-G09
3	32459662	BIOUG07381-H03
3	32455739	BIOUG07382-D04
3	32455740	BIOUG07382-E03
3	32455741	BIOUG07382-E05
3	32455742	BIOUG07382-E12
3	32455743	BIOUG07382-F07
3	32455744	BIOUG07382-G01
3	32455745	BIOUG07382-G02
3	32350999	BIOUG07383-B12
3	32290610	BIOUG07384-A01
3	32369806	BIOUG07384-A02
3	32316845	BIOUG07384-A04
3	32306599	BIOUG07384-A05
3	32290611	BIOUG07384-A06
3	32360736	BIOUG07384-A11
3	32322505	BIOUG07384-A12
3	32360737	BIOUG07384-B02
3	32290612	BIOUG07384-B03
3	32290613	BIOUG07384-B04
3	32334164	BIOUG07384-B05
3	32290614	BIOUG07384-B07
3	32290615	BIOUG07384-B08
3	32360738	BIOUG07384-B09
3	32360739	BIOUG07384-B10
3	32369809	BIOUG07384-B11
3	32369810	BIOUG07384-C01
3	32351000	BIOUG07384-C02
3	32360740	BIOUG07384-C03
3	32360741	BIOUG07384-C04
3	32360742	BIOUG07384-C05
3	32360743	BIOUG07384-C07
3	32360744	BIOUG07384-C08
3	32360745	BIOUG07384-C10
3	32360746	BIOUG07384-C11
3	32360747	BIOUG07384-C12
3	32373216	BIOUG07384-D04
3	32322515	BIOUG07384-D05
3	32290622	BIOUG07384-D06
3	32334229	BIOUG07384-D07
3	32322516	BIOUG07384-D09
3	32334230	BIOUG07384-D10
3	32334231	BIOUG07384-D11
3	32322517	BIOUG07384-D12
3	32322518	BIOUG07384-E03
3	32334232	BIOUG07384-E04
3	32324128	BIOUG07384-E05
3	32334233	BIOUG07384-E06
3	32334234	BIOUG07384-E07
3	32334235	BIOUG07384-E08
3	32322519	BIOUG07384-E09
3	32290623	BIOUG07384-E10
3	32334236	BIOUG07384-E11
3	32334237	BIOUG07384-E12
3	32290624	BIOUG07384-F02
3	32334238	BIOUG07384-F03
3	32334239	BIOUG07384-F04
3	32334240	BIOUG07384-F05
3	32322520	BIOUG07384-F06
3	32322521	BIOUG07384-F07
3	32322522	BIOUG07384-F08
3	32322523	BIOUG07384-F09
3	32373221	BIOUG07384-F10
3	32360759	BIOUG07384-F11
3	32369813	BIOUG07384-F12
3	32322524	BIOUG07384-G01
3	32334241	BIOUG07384-G04
3	32322525	BIOUG07384-G06
3	32369814	BIOUG07384-G07
3	32322526	BIOUG07384-G08
3	32334242	BIOUG07384-G09
3	32334193	BIOUG07384-G10
3	32334194	BIOUG07384-G11
3	32290619	BIOUG07384-G12
3	32322512	BIOUG07384-H01
3	32290620	BIOUG07384-H02
3	32360758	BIOUG07384-H03
3	32334195	BIOUG07384-H05
3	32322513	BIOUG07384-H06
3	32322514	BIOUG07384-H07
3	32306606	BIOUG07384-H08
3	32334196	BIOUG07384-H09
3	32290621	BIOUG07384-H10
3	32309770	BIOUG07384-H11
3	32307972	BIOUG07385-E06
3	32374639	BIOUG07386-A01
3	32391610	BIOUG07386-A02
3	32387845	BIOUG07386-A03
3	32387904	BIOUG07386-A04
3	32374640	BIOUG07386-A05
3	32400465	BIOUG07386-A06
3	32387905	BIOUG07386-A07
3	32402457	BIOUG07386-A08
3	32386791	BIOUG07386-A10
3	32409776	BIOUG07386-A11
3	32402532	BIOUG07386-A12
3	32399903	BIOUG07386-B01
3	32387906	BIOUG07386-B02
3	32387907	BIOUG07386-B03
3	32374641	BIOUG07386-B05
3	32402533	BIOUG07386-B06
3	32391612	BIOUG07386-B07
3	32391613	BIOUG07386-B08
3	32391614	BIOUG07386-B09
3	32391615	BIOUG07386-B10
3	32374642	BIOUG07386-B11
3	32391616	BIOUG07386-B12
3	32410788	BIOUG07386-C01
3	32409777	BIOUG07386-C02
3	32387992	BIOUG07386-C03
3	32411119	BIOUG07386-C04
3	32381986	BIOUG07386-C05
3	32387846	BIOUG07386-C06
3	32387908	BIOUG07386-C08
3	32402458	BIOUG07386-C09
3	32398854	BIOUG07386-C10
3	32409781	BIOUG07386-C11
3	32409782	BIOUG07386-C12
3	32409783	BIOUG07386-D01
3	32391617	BIOUG07386-D02
3	32381988	BIOUG07386-D03
3	32417041	BIOUG07386-D04
3	32409784	BIOUG07386-D05
3	32409785	BIOUG07386-D06
3	32391618	BIOUG07386-D07
3	32387909	BIOUG07386-D08
3	32360783	BIOUG07386-D09
3	32391619	BIOUG07386-D10
3	32382467	BIOUG07386-D12
3	32456113	BIOUG07404-A02
3	32456114	BIOUG07404-B09
3	32456115	BIOUG07404-B11
3	32459713	BIOUG07404-C06
3	32456116	BIOUG07404-C10
3	32456117	BIOUG07404-C12
3	32456118	BIOUG07404-D06
3	32456119	BIOUG07404-D09
3	32456120	BIOUG07404-E06
3	32456121	BIOUG07404-E08
3	32456122	BIOUG07404-F02
3	32456123	BIOUG07404-F03
3	32456124	BIOUG07404-F05
3	32456125	BIOUG07404-F07
3	32456126	BIOUG07404-F12
3	32456128	BIOUG07404-G07
3	32456129	BIOUG07404-G09
3	32456130	BIOUG07404-G12
3	32456131	BIOUG07404-H01
3	32456132	BIOUG07404-H05
3	32456133	BIOUG07404-H10
3	32456134	BIOUG07404-H11
3	32288754	BIOUG07422-B04
3	32455746	BIOUG07423-A04
3	32455747	BIOUG07423-B02
3	32419786	BIOUG07423-B05
3	32419787	BIOUG07423-C08
3	32437818	BIOUG07423-D03
3	32454822	BIOUG07423-D06
3	32437819	BIOUG07423-F09
3	32437820	BIOUG07423-H01
3	32250733	BIOUG07424-A12
3	32250734	BIOUG07424-B02
3	32250735	BIOUG07424-B03
3	32250737	BIOUG07424-B07
3	32250738	BIOUG07424-B09
3	32250739	BIOUG07424-B10
3	32250740	BIOUG07424-B11
3	32250741	BIOUG07424-B12
3	32250745	BIOUG07424-C06
3	32250747	BIOUG07424-C10
3	32250748	BIOUG07424-C12
3	32250752	BIOUG07424-D09
3	32250753	BIOUG07424-D11
3	32250758	BIOUG07424-E10
3	32250759	BIOUG07424-E11
3	32250760	BIOUG07424-E12
3	32250764	BIOUG07424-F05
3	32250765	BIOUG07424-F06
3	32250766	BIOUG07424-F07
3	32250767	BIOUG07424-F09
3	32250768	BIOUG07424-F10
3	32250769	BIOUG07424-F11
3	32250770	BIOUG07424-F12
3	32250773	BIOUG07424-G06
3	32250774	BIOUG07424-G07
3	32250777	BIOUG07424-G10
3	32250778	BIOUG07424-G11
3	32250779	BIOUG07424-G12
3	32250780	BIOUG07424-H06
3	32250781	BIOUG07424-H07
3	32250782	BIOUG07424-H08
3	32250783	BIOUG07424-H11
3	32432462	BIOUG07435-E07
3	32422049	BIOUG07435-G04
3	32454848	BIOUG07436-A07
3	32435309	BIOUG07436-B10
3	32435310	BIOUG07436-B11
3	32439146	BIOUG07436-C08
3	32435972	BIOUG07436-C12
3	32435973	BIOUG07436-E06
3	32435974	BIOUG07436-E08
3	32439512	BIOUG07436-E10
3	32456183	BIOUG07436-E11
3	32460435	BIOUG07436-F07
3	32460436	BIOUG07436-F09
3	32456185	BIOUG07436-F10
3	32456186	BIOUG07436-F12
3	32456187	BIOUG07436-G08
3	32437874	BIOUG07436-G09
3	32456188	BIOUG07436-G10
3	32460437	BIOUG07436-H04
3	32456189	BIOUG07436-H06
3	32456190	BIOUG07436-H10
3	32313592	BIOUG07437-A01
3	32313593	BIOUG07437-A02
3	32313594	BIOUG07437-A03
3	32313595	BIOUG07437-A04
3	32313596	BIOUG07437-A07
3	32313597	BIOUG07437-A09
3	32313598	BIOUG07437-A10
3	32313599	BIOUG07437-A11
3	32313600	BIOUG07437-A12
3	32313601	BIOUG07437-B01
3	32313602	BIOUG07437-B03
3	32313603	BIOUG07437-B05
3	32313604	BIOUG07437-B06
3	32361483	BIOUG07437-B07
3	32361484	BIOUG07437-B08
3	32313605	BIOUG07437-B10
3	32361485	BIOUG07437-C02
3	32313606	BIOUG07437-C04
3	32313607	BIOUG07437-C06
3	32361486	BIOUG07437-C07
3	32361487	BIOUG07437-C08
3	32361488	BIOUG07437-C09
3	32313608	BIOUG07437-C10
3	32361489	BIOUG07437-C11
3	32361490	BIOUG07437-C12
3	32313609	BIOUG07437-D02
3	32361491	BIOUG07437-D05
3	32361492	BIOUG07437-D07
3	32361493	BIOUG07437-D09
3	32361495	BIOUG07437-D11
3	32361496	BIOUG07437-D12
3	32313610	BIOUG07437-E01
3	32361497	BIOUG07437-E02
3	32361498	BIOUG07437-E03
3	32361499	BIOUG07437-E04
3	32361500	BIOUG07437-E06
3	32361501	BIOUG07437-E07
3	32361503	BIOUG07437-E09
3	32313611	BIOUG07437-E10
3	32313612	BIOUG07437-E11
3	32284824	BIOUG07437-G05
3	32284825	BIOUG07437-H07
3	32313613	BIOUG07437-H08
3	32331986	BIOUG07440-A12
3	32373033	BIOUG07440-D04
3	32250784	BIOUG07441-A01
3	32250785	BIOUG07441-A02
3	32250786	BIOUG07441-A03
3	32250787	BIOUG07441-A04
3	32250788	BIOUG07441-A05
3	32250789	BIOUG07441-A07
3	32250790	BIOUG07441-A08
3	32250791	BIOUG07441-A09
3	32250792	BIOUG07441-A10
3	32250793	BIOUG07441-A12
3	32250794	BIOUG07441-B01
3	32250795	BIOUG07441-B05
3	32250796	BIOUG07441-B06
3	32250797	BIOUG07441-B08
3	32250798	BIOUG07441-B09
3	32250799	BIOUG07441-C01
3	32250800	BIOUG07441-C02
3	32250801	BIOUG07441-C03
3	32250802	BIOUG07441-C04
3	32250803	BIOUG07441-C05
3	32250804	BIOUG07441-C07
3	32250805	BIOUG07441-C08
3	32250806	BIOUG07441-C09
3	32250807	BIOUG07441-C10
3	32250808	BIOUG07441-C11
3	32250809	BIOUG07441-C12
3	32250810	BIOUG07441-D02
3	32250811	BIOUG07441-D03
3	32250812	BIOUG07441-D04
3	32250813	BIOUG07441-D05
3	32250814	BIOUG07441-D06
3	32250815	BIOUG07441-D07
3	32250816	BIOUG07441-D08
3	32250817	BIOUG07441-D10
3	32250818	BIOUG07441-D11
3	32250819	BIOUG07441-D12
3	32250820	BIOUG07441-E02
3	32250821	BIOUG07441-E04
3	32250822	BIOUG07441-E06
3	32250823	BIOUG07441-E07
3	32250824	BIOUG07441-E08
3	32250825	BIOUG07441-E11
3	32250873	BIOUG07441-F03
3	32250874	BIOUG07441-F04
3	32250875	BIOUG07441-F05
3	32250876	BIOUG07441-F08
3	32250877	BIOUG07441-F09
3	32250878	BIOUG07441-F10
3	32250879	BIOUG07441-F11
3	32250880	BIOUG07441-F12
3	32250881	BIOUG07441-G01
3	32250882	BIOUG07441-G02
3	32250883	BIOUG07441-G03
3	32250884	BIOUG07441-G08
3	32250885	BIOUG07441-G09
3	32250886	BIOUG07441-G10
3	32250887	BIOUG07441-G11
3	32250888	BIOUG07441-G12
3	32250889	BIOUG07441-H02
3	32250890	BIOUG07441-H04
3	32250891	BIOUG07441-H05
3	32250892	BIOUG07441-H06
3	32250893	BIOUG07441-H08
3	32250894	BIOUG07441-H09
3	32250895	BIOUG07441-H10
3	32250896	BIOUG07441-H11
3	32250826	BIOUG07442-A01
3	32250827	BIOUG07442-A02
3	32250832	BIOUG07442-A10
3	32250833	BIOUG07442-A12
3	32250836	BIOUG07442-B07
3	32250838	BIOUG07442-B10
3	32250839	BIOUG07442-B12
3	32250841	BIOUG07442-C12
3	32250845	BIOUG07442-D09
3	32250846	BIOUG07442-D12
3	32268105	BIOUG07442-E02
3	32250850	BIOUG07442-E11
3	32250851	BIOUG07442-E12
3	32250854	BIOUG07442-F10
3	32250860	BIOUG07442-G07
3	32250862	BIOUG07442-G10
3	32250863	BIOUG07442-G12
3	32250867	BIOUG07442-H05
3	32250871	BIOUG07442-H09
3	32250872	BIOUG07442-H11
3	32423687	BIOUG07443-E09
3	32188827	BIOUG07443-G09
3	32200016	BIOUG07443-G10
3	32191905	BIOUG07443-G11
3	32188836	BIOUG07443-H01
3	32200017	BIOUG07443-H04
3	32332002	BIOUG07445-A10
3	32332005	BIOUG07445-C03
3	32373036	BIOUG07445-F03
3	32332034	BIOUG07445-F08
3	32332035	BIOUG07445-F09
3	32360784	BIOUG07445-G04
3	32351002	BIOUG07445-G05
3	32373225	BIOUG07445-G07
3	32358718	BIOUG07445-G10
3	32300422	BIOUG07445-H04
3	32332036	BIOUG07445-H05
3	32370603	BIOUG07445-H06
3	32222982	BIOUG07472-B11
3	32228012	BIOUG07472-G09
3	32230407	BIOUG07472-H02
3	32222983	BIOUG07472-H11
3	32249759	BIOUG07501-C06
3	32250221	BIOUG07501-E08
3	32250222	BIOUG07501-F05
3	32269846	BIOUG07501-F10
3	32250223	BIOUG07501-G12
3	32250897	BIOUG07514-A01
3	32250898	BIOUG07514-A02
3	32250899	BIOUG07514-A04
3	32250900	BIOUG07514-A06
3	32250901	BIOUG07514-A07
3	32250902	BIOUG07514-A08
3	32250903	BIOUG07514-A09
3	32250904	BIOUG07514-A10
3	32250905	BIOUG07514-A11
3	32250906	BIOUG07514-A12
3	32250907	BIOUG07514-B03
3	32250908	BIOUG07514-B04
3	32258113	BIOUG07514-B06
3	32250909	BIOUG07514-B08
3	32250910	BIOUG07514-B12
3	32250911	BIOUG07514-C01
3	32250912	BIOUG07514-C02
3	32250913	BIOUG07514-C03
3	32250914	BIOUG07514-C04
3	32250915	BIOUG07514-C06
3	32250916	BIOUG07514-C08
3	32250917	BIOUG07514-C09
3	32250918	BIOUG07514-C12
3	32250919	BIOUG07514-D01
3	32250920	BIOUG07514-D02
3	32250921	BIOUG07514-D04
3	32250922	BIOUG07514-D05
3	32250923	BIOUG07514-D06
3	32250924	BIOUG07514-D07
3	32250925	BIOUG07514-D08
3	32250926	BIOUG07514-D09
3	32250927	BIOUG07514-D10
3	32250928	BIOUG07514-D11
3	32250929	BIOUG07514-E01
3	32250930	BIOUG07514-E02
3	32250931	BIOUG07514-E03
3	32250932	BIOUG07514-E04
3	32250933	BIOUG07514-E06
3	32250934	BIOUG07514-E07
3	32250935	BIOUG07514-E10
3	32250936	BIOUG07514-E11
3	32250937	BIOUG07514-F01
3	32250938	BIOUG07514-F02
3	32250939	BIOUG07514-F03
3	32250940	BIOUG07514-F04
3	32250941	BIOUG07514-F05
3	32250942	BIOUG07514-F06
3	32250943	BIOUG07514-F07
3	32250944	BIOUG07514-F08
3	32250945	BIOUG07514-F09
3	32250946	BIOUG07514-F10
3	32250947	BIOUG07514-F11
3	32250948	BIOUG07514-F12
3	32250949	BIOUG07514-G02
3	32250950	BIOUG07514-G03
3	32250951	BIOUG07514-G04
3	32250952	BIOUG07514-G07
3	32250953	BIOUG07514-G11
3	32250954	BIOUG07514-G12
3	32250955	BIOUG07514-H01
3	32250956	BIOUG07514-H02
3	32250957	BIOUG07514-H03
3	32250958	BIOUG07514-H05
3	32250959	BIOUG07514-H07
3	32250960	BIOUG07514-H08
3	32250961	BIOUG07514-H09
3	32250962	BIOUG07514-H10
3	32250963	BIOUG07515-A01
3	32250964	BIOUG07515-A02
3	32250965	BIOUG07515-A03
3	32250966	BIOUG07515-A04
3	32250967	BIOUG07515-A05
3	32250968	BIOUG07515-A06
3	32250969	BIOUG07515-A07
3	32250970	BIOUG07515-A08
3	32250971	BIOUG07515-A09
3	32250972	BIOUG07515-A11
3	32250973	BIOUG07515-A12
3	32257946	BIOUG07515-B03
3	32250974	BIOUG07515-B05
3	32250975	BIOUG07515-B07
3	32250976	BIOUG07515-B08
3	32250977	BIOUG07515-B09
3	32250978	BIOUG07515-B11
3	32250979	BIOUG07515-B12
3	32250980	BIOUG07515-C01
3	32250981	BIOUG07515-C03
3	32250982	BIOUG07515-C04
3	32250983	BIOUG07515-C05
3	32250984	BIOUG07515-C06
3	32250985	BIOUG07515-C07
3	32250986	BIOUG07515-C08
3	32250987	BIOUG07515-C09
3	32250988	BIOUG07515-C10
3	32250989	BIOUG07515-C11
3	32250990	BIOUG07515-C12
3	32250991	BIOUG07515-D01
3	32250992	BIOUG07515-D02
3	32250993	BIOUG07515-D03
3	32250994	BIOUG07515-D04
3	32250995	BIOUG07515-D05
3	32250996	BIOUG07515-D06
3	32250997	BIOUG07515-D07
3	32250998	BIOUG07515-D08
3	32250999	BIOUG07515-D09
3	32251000	BIOUG07515-D10
3	32251001	BIOUG07515-E02
3	32251002	BIOUG07515-E03
3	32251003	BIOUG07515-E04
3	32251004	BIOUG07515-E08
3	32251005	BIOUG07515-E09
3	32251006	BIOUG07515-E10
3	32251007	BIOUG07515-E11
3	32251008	BIOUG07515-E12
3	32251009	BIOUG07515-F01
3	32251010	BIOUG07515-F03
3	32251011	BIOUG07515-F04
3	32251012	BIOUG07515-F05
3	32251013	BIOUG07515-F07
3	32251014	BIOUG07515-F08
3	32251015	BIOUG07515-F10
3	32251016	BIOUG07515-F11
3	32251017	BIOUG07515-G01
3	32251018	BIOUG07515-G02
3	32251019	BIOUG07515-G03
3	32251020	BIOUG07515-G04
3	32251021	BIOUG07515-G05
3	32251022	BIOUG07515-G07
3	32251023	BIOUG07515-G08
3	32251024	BIOUG07515-G09
3	32251025	BIOUG07515-G11
3	32251026	BIOUG07515-G12
3	32251027	BIOUG07515-H01
3	32251028	BIOUG07515-H03
3	32251029	BIOUG07515-H04
3	32251030	BIOUG07515-H06
3	32251031	BIOUG07515-H07
3	32251032	BIOUG07515-H08
3	32251033	BIOUG07515-H09
3	32251034	BIOUG07515-H10
3	32251035	BIOUG07515-H11
3	32251036	BIOUG07516-A01
3	32251037	BIOUG07516-A02
3	32251039	BIOUG07516-A07
3	32251040	BIOUG07516-A08
3	32251114	BIOUG07516-A09
3	32251115	BIOUG07516-A10
3	32251116	BIOUG07516-A11
3	32268162	BIOUG07516-A12
3	32248562	BIOUG07516-B02
3	32248563	BIOUG07516-B03
3	32248564	BIOUG07516-B04
3	32248565	BIOUG07516-B05
3	32248566	BIOUG07516-B06
3	32248567	BIOUG07516-B07
3	32254507	BIOUG07516-B08
3	32251628	BIOUG07516-B09
3	32280426	BIOUG07516-B10
3	32273599	BIOUG07516-C09
3	32260496	BIOUG07516-C11
3	32273601	BIOUG07516-D03
3	32256795	BIOUG07516-D04
3	32264315	BIOUG07516-D12
3	32273602	BIOUG07516-E01
3	32260498	BIOUG07516-E06
3	32273603	BIOUG07516-E07
3	32273604	BIOUG07516-E12
3	32266160	BIOUG07516-F05
3	32249787	BIOUG07516-F12
3	32264463	BIOUG07516-H01
3	32437821	BIOUG07517-B01
3	32439313	BIOUG07517-C07
3	32439314	BIOUG07517-D01
3	32439315	BIOUG07517-D03
3	32439316	BIOUG07517-D04
3	32439317	BIOUG07517-E03
3	32439318	BIOUG07517-E05
3	32439319	BIOUG07517-E07
3	32439320	BIOUG07517-E11
3	32439330	BIOUG07517-H09
3	32437554	BIOUG07517-H11
3	32432397	BIOUG07526-A01
3	32432398	BIOUG07526-A02
3	32432399	BIOUG07526-A03
3	32432400	BIOUG07526-A04
3	32432401	BIOUG07526-A08
3	32432402	BIOUG07526-A09
3	32432403	BIOUG07526-A12
3	32432324	BIOUG07526-B04
3	32423688	BIOUG07526-B06
3	32188837	BIOUG07526-D06
3	32428250	BIOUG07526-H08
3	32334179	BIOUG07536-A01
3	32334180	BIOUG07536-A02
3	32334181	BIOUG07536-A03
3	32321225	BIOUG07536-A05
3	32322506	BIOUG07536-A06
3	32334182	BIOUG07536-A07
3	32316846	BIOUG07536-A08
3	32334250	BIOUG07536-A09
3	32334251	BIOUG07536-A10
3	32334252	BIOUG07536-A11
3	32290628	BIOUG07536-A12
3	32334280	BIOUG07536-B01
3	32334281	BIOUG07536-B02
3	32334269	BIOUG07536-B03
3	32322547	BIOUG07536-B04
3	32334282	BIOUG07536-B05
3	32334283	BIOUG07536-B06
3	32334270	BIOUG07536-B07
3	32334284	BIOUG07536-B08
3	32334285	BIOUG07536-B09
3	32334286	BIOUG07536-B10
3	32322834	BIOUG07536-B12
3	32334287	BIOUG07536-D01
3	32334288	BIOUG07536-D02
3	32334271	BIOUG07536-D03
3	32325770	BIOUG07536-D04
3	32322548	BIOUG07536-D05
3	32334289	BIOUG07536-D06
3	32334272	BIOUG07536-D07
3	32325937	BIOUG07536-D08
3	32325655	BIOUG07536-D09
3	32334290	BIOUG07536-D10
3	32316848	BIOUG07536-D11
3	32322507	BIOUG07537-A02
3	32284381	BIOUG07537-A04
3	32334183	BIOUG07537-A05
3	32322508	BIOUG07537-A06
3	32290616	BIOUG07537-A08
3	32309769	BIOUG07537-A10
3	32334184	BIOUG07537-A11
3	32334185	BIOUG07537-A12
3	32334186	BIOUG07537-B03
3	32297831	BIOUG07537-B05
3	32360748	BIOUG07537-B06
3	32360749	BIOUG07537-B07
3	32306600	BIOUG07537-B08
3	32373217	BIOUG07537-B09
3	32290617	BIOUG07537-B10
3	32322509	BIOUG07537-B11
3	32334187	BIOUG07537-B12
3	32306601	BIOUG07537-C01
3	32360750	BIOUG07537-C03
3	32306602	BIOUG07537-C04
3	32306603	BIOUG07537-C05
3	32360751	BIOUG07537-C06
3	32290618	BIOUG07537-C07
3	32322510	BIOUG07537-C08
3	32307973	BIOUG07537-C09
3	32373218	BIOUG07537-C12
3	32360752	BIOUG07537-D01
3	32348411	BIOUG07537-D02
3	32360753	BIOUG07537-D04
3	32369812	BIOUG07537-D05
3	32321720	BIOUG07537-D06
3	32334188	BIOUG07537-D07
3	32325769	BIOUG07537-D08
3	32360754	BIOUG07537-D11
3	32306604	BIOUG07537-D12
3	32321226	BIOUG07537-E01
3	32284382	BIOUG07537-E02
3	32322511	BIOUG07537-E04
3	32306605	BIOUG07537-E06
3	32360755	BIOUG07537-E07
3	32334189	BIOUG07537-E08
3	32334190	BIOUG07537-E09
3	32284817	BIOUG07537-E10
3	32334191	BIOUG07537-E11
3	32334192	BIOUG07537-E12
3	32360756	BIOUG07537-F01
3	32360757	BIOUG07537-F02
3	32321227	BIOUG07537-F03
3	32321228	BIOUG07537-F06
3	32373219	BIOUG07537-F07
3	32373220	BIOUG07537-F10
3	32322537	BIOUG07537-G01
3	32334253	BIOUG07537-G02
3	32290625	BIOUG07537-G03
3	32334254	BIOUG07537-G04
3	32322538	BIOUG07537-G05
3	32334255	BIOUG07537-G06
3	32334256	BIOUG07537-G07
3	32322539	BIOUG07537-G08
3	32322540	BIOUG07537-G09
3	32322541	BIOUG07537-G10
3	32322542	BIOUG07537-H02
3	32306609	BIOUG07537-H05
3	32360765	BIOUG07537-H06
3	32322543	BIOUG07537-H08
3	32284383	BIOUG07537-H09
3	32306610	BIOUG07537-H10
3	32290626	BIOUG07537-H11
3	32254596	BIOUG07539-E05
3	32254597	BIOUG07539-F07
3	32254598	BIOUG07539-G02
3	32269440	BIOUG07542-A01
3	32269441	BIOUG07542-A02
3	32269442	BIOUG07542-A03
3	32266428	BIOUG07542-A04
3	32269443	BIOUG07542-A05
3	32421694	BIOUG07542-A06
3	32251210	BIOUG07542-A07
3	32257957	BIOUG07542-A09
3	32269444	BIOUG07542-A10
3	32260975	BIOUG07542-A11
3	32264514	BIOUG07542-A12
3	32269445	BIOUG07542-B01
3	32269446	BIOUG07542-B02
3	32269447	BIOUG07542-B03
3	32269448	BIOUG07542-B04
3	32264515	BIOUG07542-B05
3	32269449	BIOUG07542-B06
3	32264516	BIOUG07542-B07
3	32269450	BIOUG07542-B08
3	32251285	BIOUG07542-B09
3	32275668	BIOUG07542-B10
3	32264517	BIOUG07542-B11
3	32269451	BIOUG07542-B12
3	32264518	BIOUG07542-C02
3	32264519	BIOUG07542-C03
3	32264520	BIOUG07542-C04
3	32269452	BIOUG07542-C05
3	32251286	BIOUG07542-C06
3	32269457	BIOUG07542-C08
3	32269458	BIOUG07542-C09
3	32269453	BIOUG07542-C10
3	32269459	BIOUG07542-C11
3	32269460	BIOUG07542-C12
3	32269461	BIOUG07542-D01
3	32269454	BIOUG07542-D02
3	32260976	BIOUG07542-D03
3	32269462	BIOUG07542-D04
3	32260977	BIOUG07542-D05
3	32269455	BIOUG07542-D06
3	32269463	BIOUG07542-D07
3	32269464	BIOUG07542-D08
3	32269465	BIOUG07542-D09
3	32264521	BIOUG07542-D10
3	32269466	BIOUG07542-D11
3	32264524	BIOUG07542-D12
3	32264525	BIOUG07542-E01
3	32253759	BIOUG07542-E02
3	32260978	BIOUG07542-E03
3	32269467	BIOUG07542-E04
3	32269468	BIOUG07542-E05
3	32264522	BIOUG07542-E06
3	32253760	BIOUG07542-E07
3	32260979	BIOUG07542-E08
3	32260980	BIOUG07542-E09
3	32251211	BIOUG07542-E10
3	32269469	BIOUG07542-E11
3	32269470	BIOUG07542-E12
3	32269471	BIOUG07542-F01
3	32269456	BIOUG07542-F02
3	32269472	BIOUG07542-F03
3	32264526	BIOUG07542-F04
3	32253761	BIOUG07542-F05
3	32264523	BIOUG07542-F06
3	32408671	BIOUG07571-A04
3	32392394	BIOUG07571-A07
3	32395452	BIOUG07571-A09
3	32416803	BIOUG07571-A10
3	32392437	BIOUG07571-A11
3	32415352	BIOUG07571-A12
3	32392438	BIOUG07571-B01
3	32382381	BIOUG07571-B02
3	32401627	BIOUG07571-B03
3	32401628	BIOUG07571-B04
3	32392439	BIOUG07571-B05
3	32414024	BIOUG07571-B06
3	32392714	BIOUG07571-B07
3	32413371	BIOUG07571-B08
3	32392715	BIOUG07571-B09
3	32416804	BIOUG07571-B10
3	32381942	BIOUG07571-B11
3	32381943	BIOUG07571-B12
3	32381944	BIOUG07571-C01
3	32416805	BIOUG07571-C03
3	32413372	BIOUG07571-C04
3	32381945	BIOUG07571-C05
3	32378399	BIOUG07571-C06
3	32416806	BIOUG07571-C07
3	32416807	BIOUG07571-C08
3	32381946	BIOUG07571-C09
3	32381947	BIOUG07571-C10
3	32392440	BIOUG07571-C11
3	32392441	BIOUG07571-C12
3	32395219	BIOUG07571-D01
3	32392442	BIOUG07571-D03
3	32392443	BIOUG07571-D04
3	32396766	BIOUG07571-D05
3	32381948	BIOUG07571-D06
3	32381949	BIOUG07571-D07
3	32381950	BIOUG07571-D08
3	32381951	BIOUG07571-D09
3	32378400	BIOUG07571-D10
3	32378401	BIOUG07571-D11
3	32378402	BIOUG07571-D12
3	32378403	BIOUG07571-E02
3	32392444	BIOUG07571-E03
3	32392716	BIOUG07571-E04
3	32385945	BIOUG07571-E05
3	32411828	BIOUG07571-E06
3	32411829	BIOUG07571-E07
3	32385913	BIOUG07571-E08
3	32385914	BIOUG07571-E09
3	32385915	BIOUG07571-E10
3	32385916	BIOUG07571-E11
3	32385917	BIOUG07571-E12
3	32385918	BIOUG07571-F01
3	32385919	BIOUG07571-F02
3	32393987	BIOUG07571-F03
3	32386006	BIOUG07571-F04
3	32386007	BIOUG07571-F06
3	32386204	BIOUG07571-F07
3	32385947	BIOUG07571-F08
3	32386308	BIOUG07571-F09
3	32386335	BIOUG07571-F10
3	32392795	BIOUG07571-F11
3	32405177	BIOUG07571-F12
3	32410889	BIOUG07571-G01
3	32386309	BIOUG07571-G02
3	32386310	BIOUG07571-G03
3	32392796	BIOUG07571-G04
3	32377918	BIOUG07571-G05
3	32404792	BIOUG07571-G06
3	32377892	BIOUG07571-G07
3	32386311	BIOUG07571-G08
3	32377919	BIOUG07571-G09
3	32382067	BIOUG07571-G10
3	32404793	BIOUG07571-G11
3	32415842	BIOUG07571-G12
3	32396274	BIOUG07571-H01
3	32405225	BIOUG07571-H11
3	32231290	BIOUG07589-A02
3	32205101	BIOUG07589-A07
3	32405226	BIOUG07590-A01
3	32405227	BIOUG07590-A02
3	32411619	BIOUG07590-A03
3	32401269	BIOUG07590-A04
3	32401270	BIOUG07590-A05
3	32401271	BIOUG07590-A06
3	32323818	BIOUG07591-A01
