InstitutionCode	family	count(*)
FMNH	Spirobolidae	4
iNaturalist	Spirobolidae	6
INHS	Spirobolidae	2
USNM	Spirobolidae	12
FMNH	Spirostreptidae	11
iNaturalist	Spirostreptidae	12
INHS	Spirostreptidae	7
MCZ	Spirostreptidae	1
UNM	Spirostreptidae	22
USNM	Spirostreptidae	19
TTU	Spiruridae	12
USNM	Spongicolidae	3
OSU	Spongiphoridae	2
MCZ	Squillidae	1
USNM	Squillidae	129
EMEC	Staphylinidae	135
FMNH	Staphylinidae	72
iNaturalist	Staphylinidae	4
KU	Staphylinidae	15041
MCZ	Staphylinidae	30
NAUF	Staphylinidae	24
NMSU	Staphylinidae	2
OMNH	Staphylinidae	3
OSU	Staphylinidae	190
TTU	Staphylinidae	55
UNM	Staphylinidae	1
USNM	Staphylinidae	28
UTC	Staphylinidae	104
FMNH	Stemmiulidae	2
MCZ	Stemmiulidae	14
USNM	Stemmiulidae	1
USNM	Stenasellidae	15
USNM	Stenetriidae	1
EMEC	Stenopelmatidae	2
INHS	Stenopelmatidae	4
TAMU	Stenopelmatidae	3
UA	Stenopelmatidae	16
iNaturalist	Stenopodidae	1
USNM	Stenopodidae	7
USNM	Stenothoidae	1
EMEC	Stephanidae	1
MSU	Stephanidae	1
USNM	Stephidae	1
MCZ	Sternophoridae	5
USNM	Strahlaxiidae	3
iNaturalist	Stratiomyidae	18
INHS	Stratiomyidae	9
MCZ	Stratiomyidae	3
MOD_KSU	Stratiomyidae	7
OSU	Stratiomyidae	81
TTU	Stratiomyidae	3
USNM	Stratiomyidae	8
FMNH	Streblidae	908
USNM	Streptocephalidae	44
OMNH	Strombidae	6
iNaturalist	Stygiomysidae	1
USNM	Stygiomysidae	7
FMNH	Stygnommatidae	1
MCZ	Stygnommatidae	1
FMNH	Stygnopsidae	1
MCZ	Stygnopsidae	52
USNM	Stylodactylidae	7
USNM	Stylopidae	2
MCZ	Superstitionidae	1
DMNS	Superstitioniidae	4
MCZ	Syarinidae	8
FMNH	Symphytognathidae	2
USNM	Synagogidae	1
USNM	Synaxidae	1
USNM	Synopiidae	9
DMNS	Syrphidae	7
EMEC	Syrphidae	13
iNaturalist	Syrphidae	38
KU	Syrphidae	20
MCZ	Syrphidae	6
OSU	Syrphidae	120
USNM	Syrphidae	19
EMEC	Tabanidae	3
iNaturalist	Tabanidae	1
INHS	Tabanidae	198
MCZ	Tabanidae	85
NMSU	Tabanidae	2
OSU	Tabanidae	36
TTU	Tabanidae	2
USNM	Tabanidae	8
EMEC	Tachinidae	2
iNaturalist	Tachinidae	6
INHS	Tachinidae	1
NMSU	Tachinidae	40
UNM	Tachinidae	1
USNM	Tachinidae	75
USNM	Taeniacanthidae	1
TTU	Taeniidae	7
MCZ	Talitridae	38
USNM	Talitridae	1
USNM	Tanaidae	1
USNM	Tanaostigmatidae	12
USNM	Tanystylidae	19
USNM	Tegastidae	7
KU	Telegeusidae	7
USNM	Telsidae	3
USNM	Temoridae	4
ASU	Tenebrionidae	175
BYU	Tenebrionidae	262
CSU	Tenebrionidae	74
EMEC	Tenebrionidae	10
iNaturalist	Tenebrionidae	10
INHS	Tenebrionidae	1
KU	Tenebrionidae	700
MAJC	Tenebrionidae	112
MCZ	Tenebrionidae	81
NAUF	Tenebrionidae	150
NMSU	Tenebrionidae	37
OSU	Tenebrionidae	6094
TAMU	Tenebrionidae	1686
TTU	Tenebrionidae	187
UA	Tenebrionidae	1279
UMNH	Tenebrionidae	1
UNM	Tenebrionidae	86
USNM	Tenebrionidae	110
IBUNAM	Tengellidae	1
MCZ	Tengellidae	6
INHS	Tenthredinidae	397
OSU	Tenthredinidae	2
USNM	Tenthredinidae	13
MCZ	Tenuipalpidae	54
EMEC	Tephritidae	515
iNaturalist	Tephritidae	8
MCZ	Tephritidae	33
OSU	Tephritidae	2
UHIM	Tephritidae	8
USNM	Tephritidae	21
OMNH	Terebridae	2
iNaturalist	Termitidae	1
NMSU	Termitidae	1
UA	Termitidae	42
USNM	Termitidae	1
UA	Termopsidae	1
FMNH	Tetrablemmidae	7
MCZ	Tetrablemmidae	31
MCZ	Tetraclitidae	1
USNM	Tetraclitidae	21
DMNS	Tetragnathidae	10
FMNH	Tetragnathidae	27
IBUNAM	Tetragnathidae	2
iNaturalist	Tetragnathidae	154
MCZ	Tetragnathidae	57
UNM	Tetragnathidae	12
EMEC	Tetranychidae	25
iNaturalist	Tetrigidae	1
INHS	Tetrigidae	7
OSU	Tetrigidae	78
TAMU	Tetrigidae	3
UMNH	Tetrigidae	1
ASU	Tettigoniidae	3
iNaturalist	Tettigoniidae	52
INHS	Tettigoniidae	34
NMSU	Tettigoniidae	4
OSU	Tettigoniidae	27
TAMU	Tettigoniidae	79
TTU	Tettigoniidae	2
UA	Tettigoniidae	71
UMNH	Tettigoniidae	2
UNM	Tettigoniidae	1
USNM	Tettigoniidae	3
USNM	Thalestridae	1
USNM	Thamnocephalidae	7
USNM	Tharybidae	12
USNM	Thaumatocyprididae	8
USNM	Thaumatopsyllidae	4
iNaturalist	Thelyphonidae	56
MCZ	Thelyphonidae	15
AM	Theraphosidae	2
DMNS	Theraphosidae	1
FMNH	Theraphosidae	4
iNaturalist	Theraphosidae	189
MADUG	Theraphosidae	4
MCZ	Theraphosidae	28
NMSU	Theraphosidae	1
OMNH	Theraphosidae	1
SMF	Theraphosidae	12
UNM	Theraphosidae	7
USNM	Theraphosidae	1
INHS	Therevidae	2
OSU	Therevidae	18
DMNS	Theridiidae	14
FMNH	Theridiidae	89
IBUNAM	Theridiidae	240
iNaturalist	Theridiidae	167
MCZ	Theridiidae	219
SMF	Theridiidae	4
UNM	Theridiidae	40
FMNH	Theridiosomatidae	2
MCZ	Theridiosomatidae	53
CLEV	Thespidae	1
FMNH	Thespidae	2
iNaturalist	Thespidae	3
TAMU	Thespidae	2
USNM	Thiidae	1
DMNS	Thomisidae	3
FMNH	Thomisidae	11
IBUNAM	Thomisidae	20
iNaturalist	Thomisidae	55
MCZ	Thomisidae	32
SMF	Thomisidae	1
UNM	Thomisidae	13
UAM	Thripidae	877
UHIM	Thripidae	1
USNM	Thripidae	77
KU	Throscidae	16
OSU	Throscidae	2
USNM	Throscidae	1
AMNH	Thyreocoridae	22
TAMU	Thyreocoridae	154
UCR	Thyreocoridae	9
USNM	Thyreocoridae	12
iNaturalist	Thyrididae	3
USNM	Thyrididae	14
ASU	Tineidae	2
EMEC	Tineidae	1
iNaturalist	Tineidae	2
MSU	Tineidae	34
UNM	Tineidae	1
USNM	Tineidae	2
AMNH	Tingidae	16
iNaturalist	Tingidae	1
NMSU	Tingidae	1
OSAC	Tingidae	1
UCR	Tingidae	47
USNM	Tingidae	23
ASU	Tiphiidae	14
FMNH	Tiphiidae	60
INHS	Tiphiidae	112
KU	Tiphiidae	1
MSU	Tiphiidae	6
NMSU	Tiphiidae	60
OSU	Tiphiidae	22
USNM	Tiphiidae	40
iNaturalist	Tipulidae	2
USNM	Tipulidae	41
DMNS	Titanoecidae	1
INHS	Tomoceridae	1
USNM	Tortanidae	1
NULL	Tortricidae	4
EMEC	Tortricidae	240
iNaturalist	Tortricidae	9
MOD_DMNS	Tortricidae	2
UNM	Tortricidae	1
USNM	Tortricidae	37
INHS	Torymidae	1
NMSU	Torymidae	4
OSU	Torymidae	6
USNM	Torymidae	8
TTU	Toxopheustidae	1
iNaturalist	Trachelidae	1
MCZ	Trachelidae	18
USNM	Trachyleberididae	10
EMEC	Triaenonychidae	1
USNM	Trichoceridae	1
USNM	Trichodactylidae	7
EMEC	Trichodectidae	2
FMNH	Trichodectidae	21
TTU	Trichodectidae	51
USNM	Trichodectidae	11
OSU	Trichogrammatidae	1
UCR	Trichogrammatidae	66
USNM	Trichogrammatidae	1
USNM	Trichoniscidae	19
MCZ	Trichopetalidae	8
ASU	Tridactylidae	1
EMEC	Tridactylidae	1
INHS	Tridactylidae	8
TAMU	Tridactylidae	94
UA	Tridactylidae	20
INHS	Trigonidiidae	11
UA	Trigonidiidae	57
UNM	Trigonidiidae	10
iNaturalist	Triopsidae	2
MCZ	Triopsidae	1
USNM	Triopsidae	8
CAS	Triozidae	14
CSCA	Triozidae	5
EMEC	Triozidae	26
USNM	Triozidae	71
TTU	Triviidae	1
OMNH	Trochidae	3
MCZ	Trogidae	1
NMSU	Trogidae	3
TAMU	Trogidae	102
TTU	Trogidae	16
iNaturalist	Trogossitidae	3
KU	Trogossitidae	3
NMSU	Trogossitidae	1
OSU	Trogossitidae	2
EMEC	Trombiculidae	1
iNaturalist	Trombidiidae	6
AMNH	Tropiduchidae	14
TAMU	Tropiduchidae	4
UCR	Tropiduchidae	1
TTU	Tropisuridae	14
OMNH	Turbinidae	1
OMNH	Turridae	1
OMNH	Turritellidae	1
USNM	Tylidae	1
FMNH	Typhlobolellidae	2
MCZ	Typhlobolellidae	4
USNM	Typhlobolellidae	2
OSU	Ulidiidae	23
DMNS	Uloboridae	5
FMNH	Uloboridae	2
iNaturalist	Uloboridae	4
MCZ	Uloboridae	24
UNM	Uloboridae	1
MCZ	undefinable	1
NMSU	Undescribed ammoxenidae	1
EMEC	undetermined	32
USNM	Unknown chilopoda	2
USNM	Unknown diplopoda	4
USNM	Unknown geophilomorpha	6
USNM	Unknown hymenoptera	1
USNM	Unknown lepidoptera	1
USNM	Unknown lithobiomorpha	8
USNM	Unknown opiliones	9
USNM	Unknown thysanoptera	1
USNM	Upogebiidae	44
iNaturalist	Uraniidae	12
MSU	Uraniidae	1
UMNH	Uraniidae	2
UNM	Uraniidae	1
USNM	Uraniidae	6
USNM	Uristidae	3
DMNS	Vaejovidae	103
FMNH	Vaejovidae	34
iNaturalist	Vaejovidae	28
MCZ	Vaejovidae	54
NMSU	Vaejovidae	1
UNM	Vaejovidae	38
PU	Velidae	1
AMNH	Veliidae	2105
ANSP	Veliidae	1
EMEC	Veliidae	91
INHS	Veliidae	8
NMSU	Veliidae	30
OSAC	Veliidae	25
USNM	Veliidae	45
OMNH	Veneridae	3
ASU	Vespidae	231
EMEC	Vespidae	1
FMNH	Vespidae	226
iNaturalist	Vespidae	77
INHS	Vespidae	130
KU	Vespidae	130
MCZ	Vespidae	2
MSU	Vespidae	84
NMSU	Vespidae	7
OSU	Vespidae	173
UCM	Vespidae	1
UHIM	Vespidae	3
UNM	Vespidae	3
USNM	Vespidae	1
USNM	Vibiliidae	21
USNM	Watobiidae	7
ASU	WeevilTissueCollection	1
MCZ	Xanthidae	20
USNM	Xanthidae	42
OMNH	Xenophoridae	2
USNM	Xestoleberididae	3
INHS	Xiphocentronidae	13
KU	Xiphocentronidae	1
USNM	Xiphocentronidae	11
MSU	Xylorictidae	2
FMNH	Xystodesmidae	19
iNaturalist	Xystodesmidae	15
INHS	Xystodesmidae	4
MCZ	Xystodesmidae	8
UNM	Xystodesmidae	1
USNM	Xystodesmidae	38
NULL	Yponomeutidae	3
EMEC	Yponomeutidae	238
UNM	Yponomeutidae	20
USNM	Yponomeutidae	5
YPM	Yponomeutidae	1
MCZ	Zalmoxidae	28
FMNH	Zodariidae	17
IBUNAM	Zodariidae	1
MCZ	Zodariidae	180
BYU	Zopheridae	50
iNaturalist	Zopheridae	19
KU	Zopheridae	8
MCZ	Zopheridae	12
OSU	Zopheridae	342
TAMU	Zopheridae	360
UA	Zopheridae	17
UNM	Zopheridae	1
UTC	Zopheridae	1
IBUNAM	Zorocratidae	19
iNaturalist	Zorocratidae	2
MCZ	Zorocratidae	12
UNM	Zorocratidae	1
FMNH	Zygaenidae	2
iNaturalist	Zygaenidae	2
MSU	Zygaenidae	2
NMSU	Zygaenidae	1
USNM	Zygaenidae	19
